VisitID	VisitOrder	Animal	Tag	Sex	Group	Module	Cage	Corner	CornerCondition	PlaceError	SideErrors	TimeErrors	ConditionErrors	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	VisitDuration	Session
28	1691	27	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	16.164	70	15.1884765	9.83399987220764	2020-03-16	19:55:12.260	14326.408	2020-03-16	19:55:35.210	14349.358	22.95	1
29	1719	28	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	1	0	0	1	0.016	0	0	0	2020-03-16	19:57:19.704	14453.852	2020-03-16	19:57:26.032	14460.18	6.328	1
30	1722	29	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	1	0	0	1	0.54	0	0	0	2020-03-16	19:57:33.289	14467.437	2020-03-16	19:57:44.013	14478.161	10.724	1
31	1744	30	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	14.293	84	12.1914062	3.73800000175834	2020-03-16	19:59:49.865	14604.013	2020-03-16	20:00:12.480	14626.628	22.615	1
32	1809	31	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	14.545	30	5.1396486	1.2039999961853	2020-03-16	20:08:01.226	15095.374	2020-03-16	20:08:35.853	15130.001	34.627	1
33	1827	32	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	1	0	0	1	0.114	0	0	0	2020-03-16	20:10:05.434	15219.582	2020-03-16	20:10:11.356	15225.504	5.922	1
34	1830	33	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	1	2.644	0	0	0	2020-03-16	20:10:23.586	15237.734	2020-03-16	20:10:32.892	15247.04	9.306	1
35	1859	34	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	4.913	34	4.1874999	1.44200003519654	2020-03-16	20:13:19.054	15413.202	2020-03-16	20:13:24.704	15418.852	5.65	1
36	1868	35	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	3.224	21	2.5107422	0.908999979496002	2020-03-16	20:14:41.642	15495.79	2020-03-16	20:14:46.600	15500.748	4.958	1
37	1873	36	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	5	0	0	5	1.7	0	0	0	2020-03-16	20:15:05.653	15519.801	2020-03-16	20:15:18.286	15532.434	12.633	1
38	1892	37	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	7.696	51	6.6806641	2.30999989435077	2020-03-16	20:18:35.508	15729.656	2020-03-16	20:18:48.964	15743.112	13.456	1
39	1986	38	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	3	0	0	3	1.578	0	0	0	2020-03-16	20:33:54.287	16648.435	2020-03-16	20:34:39.123	16693.271	44.836	1
40	2026	39	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	18.589	69	16.3193361	11.4219999983906	2020-03-16	20:40:37.051	17051.199	2020-03-16	20:41:11.076	17085.224	34.025	1
41	2076	40	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-16	20:49:16.525	17570.673	2020-03-16	20:49:18.197	17572.345	1.672	1
42	2093	41	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	1	0	0	1	0.766	0	0	0	2020-03-16	20:51:23.113	17697.261	2020-03-16	20:51:30.115	17704.263	7.002	1
43	2096	42	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	2	0	0	2	1.187	0	0	0	2020-03-16	20:52:08.395	17742.543	2020-03-16	20:52:18.900	17753.048	10.505	1
44	2116	43	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	1	0	0	1	0.54	0	0	0	2020-03-16	20:55:30.590	17944.738	2020-03-16	20:55:38.116	17952.264	7.526	1
45	2125	44	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	5	8.636	0	0	0	2020-03-16	20:55:54.518	17968.666	2020-03-16	20:56:17.979	17992.127	23.461	1
46	2143	45	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	5	20.107	71	14.0175782	8.46400003880262	2020-03-16	20:57:30.523	18064.671	2020-03-16	20:58:05.994	18100.142	35.471	1
47	2157	46	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	20:58:40.653	18134.801	2020-03-16	20:58:45.859	18140.007	5.206	1
48	2216	47	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	11.069	65	8.4726562	3.03800001740456	2020-03-16	21:06:44.981	18619.129	2020-03-16	21:06:59.967	18634.115	14.986	1
49	2230	48	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	2	0	0	2	0.497	0	0	0	2020-03-16	21:11:26.967	18901.115	2020-03-16	21:11:39.665	18913.813	12.698	1
50	2281	49	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	5	12.487	0	0	0	2020-03-16	21:19:06.785	19360.933	2020-03-16	21:19:49.222	19403.37	42.437	1
51	2287	50	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	17.401	106	14.3984375	4.78800001740456	2020-03-16	21:19:59.580	19413.728	2020-03-16	21:20:33.272	19447.42	33.692	1
52	2297	51	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	21:20:36.872	19451.02	2020-03-16	21:20:40.989	19455.137	4.117	1
53	2316	52	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	3	0	0	3	2.33	0	0	0	2020-03-16	21:22:43.432	19577.58	2020-03-16	21:22:59.955	19594.103	16.523	1
54	2418	53	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	5	0	0	5	1.96	0	0	0	2020-03-16	21:34:45.216	20299.364	2020-03-16	21:34:57.119	20311.267	11.903	1
55	2421	54	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	3	0	0	3	0.991	0	0	0	2020-03-16	21:35:05.765	20319.913	2020-03-16	21:35:11.697	20325.845	5.932	1
56	2425	55	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	2	3.875	0	0	0	2020-03-16	21:35:17.372	20331.52	2020-03-16	21:35:26.339	20340.487	8.967	1
57	2428	56	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-16	21:35:35.562	20349.71	2020-03-16	21:35:37.817	20351.965	2.255	1
58	2432	57	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	25.301	90	22.4863281	14.7690004035831	2020-03-16	21:35:42.806	20356.954	2020-03-16	21:36:25.230	20399.378	42.424	1
59	2552	58	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	21:46:20.162	20994.31	2020-03-16	21:46:30.067	21004.215	9.905	1
60	2620	59	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	11.354	67	9.9003907	2.81400002166629	2020-03-16	21:53:42.566	21436.714	2020-03-16	21:54:04.277	21458.425	21.711	1
61	2649	60	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	1	0	0	1	0.497	0	0	0	2020-03-16	21:57:28.751	21662.899	2020-03-16	21:57:34.969	21669.117	6.218	1
62	3386	61	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	23:14:25.393	26279.541	2020-03-16	23:14:35.737	26289.885	10.344	1
63	3403	62	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	23:15:09.401	26323.549	2020-03-16	23:15:10.672	26324.82	1.271	1
64	3412	63	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-16	23:15:25.303	26339.451	2020-03-16	23:15:37.358	26351.506	12.055	1
65	3417	64	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-16	23:15:47.444	26361.592	2020-03-16	23:15:55.738	26369.886	8.294	1
66	4017	65	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	1	0	0	1	0.241	0	0	0	2020-03-17	00:15:37.624	29951.772	2020-03-17	00:15:47.850	29961.998	10.226	1
67	4148	66	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	24.271	161	19.2768825	7.44199997186661	2020-03-17	00:25:45.980	30560.128	2020-03-17	00:26:25.649	30599.797	39.669	1
68	4276	67	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	1	5.856	43	5.0205078	1.74999997019768	2020-03-17	00:38:02.283	31296.431	2020-03-17	00:38:17.161	31311.309	14.878	1
69	4285	68	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	00:38:28.948	31323.096	2020-03-17	00:38:31.076	31325.224	2.128	1
70	4296	69	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	7.394	53	6.3886718	2.084000043571	2020-03-17	00:39:31.785	31385.933	2020-03-17	00:39:42.879	31397.027	11.094	1
71	4307	70	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	2	0.17	0	0	0	2020-03-17	00:40:33.024	31447.172	2020-03-17	00:40:42.879	31457.027	9.855	1
72	4316	71	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	21.544	114	15.0517578	5.47400009632111	2020-03-17	00:42:25.601	31559.749	2020-03-17	00:42:52.299	31586.447	26.698	1
73	4324	72	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	3	0	0	3	1.926	0	0	0	2020-03-17	00:43:24.836	31618.984	2020-03-17	00:43:35.393	31629.541	10.557	1
74	4379	73	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	14.633	36	5.9628905	1.31600000709295	2020-03-17	00:48:06.596	31900.744	2020-03-17	00:48:26.140	31920.288	19.544	1
75	4412	74	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	00:53:35.939	32230.087	2020-03-17	00:53:36.946	32231.094	1.007	1
76	4493	75	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	7	0	0	7	2.586	0	0	0	2020-03-17	01:03:38.474	32832.622	2020-03-17	01:03:55.252	32849.4	16.778	1
77	4497	76	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	12	23.899	99	17.4121095	9.43600024282932	2020-03-17	01:04:06.246	32860.394	2020-03-17	01:04:45.992	32900.14	39.746	1
78	4506	77	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	4	2.407	0	0	0	2020-03-17	01:05:51.560	32965.708	2020-03-17	01:06:20.088	32994.236	28.528	1
79	4510	78	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	01:06:25.306	32999.454	2020-03-17	01:06:26.568	33000.716	1.262	1
80	4521	79	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	1	0	0	1	0.639	0	0	0	2020-03-17	01:07:28.200	33062.348	2020-03-17	01:07:46.979	33081.127	18.779	1
81	4529	80	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	6.242	32	4.0166015	1.3580000475049	2020-03-17	01:08:04.353	33098.501	2020-03-17	01:08:27.780	33121.928	23.427	1
82	4585	81	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	5	0	0	5	1.218	0	0	0	2020-03-17	01:14:01.641	33455.789	2020-03-17	01:14:16.508	33470.656	14.867	1
83	4604	82	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	2	0	0	2	0.586	0	0	0	2020-03-17	01:15:50.618	33564.766	2020-03-17	01:16:03.846	33577.994	13.228	1
84	4616	83	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	16.634	67	10.3984376	2.96799997240305	2020-03-17	01:17:32.627	33666.775	2020-03-17	01:17:58.916	33693.064	26.289	1
85	4703	84	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	12.329	72	9.1972656	3.24799996614456	2020-03-17	01:26:24.225	34198.373	2020-03-17	01:26:47.586	34221.734	23.361	1
86	4714	85	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:27:48.143	34282.291	2020-03-17	01:27:53.719	34287.867	5.576	1
87	4743	86	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	8	11.262	44	5.3964844	1.79200005531311	2020-03-17	01:31:01.963	34476.111	2020-03-17	01:31:27.253	34501.401	25.29	1
88	4757	87	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	16	38.735	0	0	0	2020-03-17	01:32:17.408	34551.556	2020-03-17	01:33:59.127	34653.275	101.719	1
89	4783	88	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	2	1.104	0	0	0	2020-03-17	01:34:25.986	34680.134	2020-03-17	01:34:45.617	34699.765	19.631	1
90	4791	89	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	2	0	0	2	0.313	0	0	0	2020-03-17	01:34:55.393	34709.541	2020-03-17	01:35:05.242	34719.39	9.849	1
91	4797	90	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	2	0	0	2	0.845	0	0	0	2020-03-17	01:35:25.200	34739.348	2020-03-17	01:35:34.380	34748.528	9.18	1
92	4886	91	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	11.656	64	8.484375	2.63199994713068	2020-03-17	01:44:46.943	35301.091	2020-03-17	01:45:05.490	35319.638	18.547	1
93	4915	92	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	01:49:28.968	35583.116	2020-03-17	01:49:30.295	35584.443	1.327	1
94	4996	93	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	4	0.396	0	0	0	2020-03-17	02:01:57.685	36331.833	2020-03-17	02:02:01.660	36335.808	3.975	1
95	5001	94	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	8.853	50	6.165039	2.08600003272295	2020-03-17	02:02:16.250	36350.398	2020-03-17	02:02:33.396	36367.544	17.146	1
96	5011	95	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	1	9.639	68	8.5312499	3.13600010424852	2020-03-17	02:04:39.528	36493.676	2020-03-17	02:04:50.654	36504.802	11.126	1
97	5077	96	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	11.738	58	7.5576172	2.47799994796515	2020-03-17	02:14:34.342	37088.49	2020-03-17	02:14:57.420	37111.568	23.078	1
98	5133	97	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	4	4.9	0	0	0	2020-03-17	02:22:55.351	37589.499	2020-03-17	02:23:19.140	37613.288	23.789	1
99	5172	98	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	7.833	16	2.4317109	0.699999988079071	2020-03-17	02:32:21.540	38155.688	2020-03-17	02:32:35.964	38170.112	14.424	1
100	5308	99	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	0.767	0	0	0	2020-03-17	03:29:31.397	41585.545	2020-03-17	03:29:35.217	41589.365	3.82	1
101	5316	100	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	03:32:31.616	41765.764	2020-03-17	03:32:40.075	41774.223	8.459	1
102	5320	101	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	13.91	62	10.1874999	3.26199991628528	2020-03-17	03:33:17.672	41811.82	2020-03-17	03:33:36.827	41830.975	19.155	1
103	5508	102	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	04:18:13.634	44507.782	2020-03-17	04:18:20.015	44514.163	6.381	1
104	5511	103	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	4.579	28	4.0527345	1.23200001567602	2020-03-17	04:18:42.199	44536.347	2020-03-17	04:18:50.047	44544.195	7.848	1
105	5589	104	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	04:29:44.364	45198.512	2020-03-17	04:29:50.792	45204.94	6.428	1
106	5592	105	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	1	0	0	1	0.908	0	0	0	2020-03-17	04:29:57.855	45212.003	2020-03-17	04:30:08.114	45222.262	10.259	1
107	5598	106	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	04:30:12.666	45226.814	2020-03-17	04:30:14.806	45228.954	2.14	1
108	5711	107	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	3	0	0	3	0.461	0	0	0	2020-03-17	04:40:36.352	45850.5	2020-03-17	04:40:52.630	45866.778	16.278	1
109	5717	108	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	7	6.889	0	0	0	2020-03-17	04:40:58.605	45872.753	2020-03-17	04:41:18.773	45892.921	20.168	1
110	5735	109	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	3	19.234	60	8.7490233	2.64599998295307	2020-03-17	04:41:55.256	45929.404	2020-03-17	04:42:21.940	45956.088	26.684	1
111	5870	110	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	04:54:01.466	46655.614	2020-03-17	04:54:04.931	46659.079	3.465	1
112	6046	111	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	16.169	109	13.928711	4.64800006896257	2020-03-17	05:07:18.621	47452.769	2020-03-17	05:07:42.711	47476.859	24.09	1
113	6055	112	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:07:58.553	47492.701	2020-03-17	05:08:00.008	47494.156	1.455	1
114	6068	113	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	1	0.706	0	0	0	2020-03-17	05:09:10.717	47564.865	2020-03-17	05:09:16.362	47570.51	5.645	1
115	6129	114	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	6	0	0	6	0.843	0	0	0	2020-03-17	05:14:30.092	47884.24	2020-03-17	05:14:43.244	47897.392	13.152	1
116	6134	115	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:15:04.647	47918.795	2020-03-17	05:15:07.622	47921.77	2.975	1
117	6141	116	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:15:27.939	47942.087	2020-03-17	05:15:33.581	47947.729	5.642	1
118	6217	117	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	1	10.56	53	9.6201173	5.25000013411045	2020-03-17	05:23:25.373	48419.521	2020-03-17	05:23:44.284	48438.432	18.911	1
119	6226	118	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:24:32.111	48486.259	2020-03-17	05:24:35.018	48489.166	2.907	1
120	6234	119	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:25:00.384	48514.532	2020-03-17	05:25:02.406	48516.554	2.022	1
121	6260	120	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	2	11.423	78	9.9833985	3.27600000798702	2020-03-17	05:27:02.379	48636.527	2020-03-17	05:27:19.237	48653.385	16.858	1
122	6274	121	1045-0310	900200000470221	Unknown	Default	Default	1	2	Incorrect	1	0	0	0	0	0	0	0	0	2020-03-17	05:28:21.427	48715.575	2020-03-17	05:28:22.436	48716.584	1.009	1
123	6315	122	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	7	19.148	92	11.890625	3.59799995273351	2020-03-17	05:33:28.347	49022.495	2020-03-17	05:34:03.951	49058.099	35.604	1
124	6369	123	1045-0310	900200000470221	Unknown	Default	Default	1	1	Correct	0	0	0	0	4	6.508	24	3.0322265	0.90999998152256	2020-03-17	05:42:45.311	49579.459	2020-03-17	05:42:57.693	49591.841	12.382	1
125	6374	124	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:43:49.577	49643.725	2020-03-17	05:43:51.313	49645.461	1.736	1
126	6385	125	1045-0310	900200000470221	Unknown	Default	Default	1	3	Correct	0	0	0	0	0	0	0	0	0	2020-03-17	05:47:15.866	49850.014	2020-03-17	05:47:17.610	49851.758	1.744	1
127	6401	126	1045-0310	900200000470221	Unknown	Default	Default	1	4	Incorrect	1	4	0	0	4	1.584	0	0	0	2020-03-17	05:50:10.651	50024.799	2020-03-17	05:50:28.227	50042.375	17.576	1
