ID	Number_DAs	Success_DAs	Challenge	Group
1045-1166	212	121	ELM1R	Corn_Oil
1045-1166	183	93	ELM2A	Corn_Oil
1045-1166	152	1	ELM2R	Corn_Oil
1045-1166	269	109	MRL	Corn_Oil
1045-1166	144	74	PL	Corn_Oil
1045-1166	219	64	RL	Corn_Oil
1045-1173	156	50	CCW1	Corn_Oil
1045-1173	140	1	CCW2	Corn_Oil
1045-1173	93	46	CW1	Corn_Oil
1045-1173	91	64	CW2	Corn_Oil
1045-1173	96	19	ELM1A	Corn_Oil
1045-1173	81	21	ELM1R	Corn_Oil
1045-1173	146	1	ELM2A	Corn_Oil
1045-1173	161	111	ELM2R	Corn_Oil
1045-1173	70	24	MRL	Corn_Oil
1045-1173	120	71	PL	Corn_Oil
1045-1173	104	25	RL	Corn_Oil
1045-1174	133	49	CCW1	Corn_Oil
1045-1174	158	43	CCW2	Corn_Oil
1045-1174	146	50	CW1	Corn_Oil
1045-1174	177	59	CW2	Corn_Oil
1045-1174	219	105	ELM1A	Corn_Oil
1045-1174	204	1	ELM1R	Corn_Oil
1045-1174	177	74	ELM2A	Corn_Oil
1045-1174	143	74	ELM2R	Corn_Oil
1045-1174	260	1	MRL	Corn_Oil
1045-1174	214	124	PL	Corn_Oil
1045-1174	352	1	RL	Corn_Oil
1045-1175	127	45	CCW1	Corn_Oil
1045-1175	142	43	CCW2	Corn_Oil
1045-1175	140	40	CW1	Corn_Oil
1045-1175	154	45	CW2	Corn_Oil
1045-1175	181	108	ELM1A	Corn_Oil
1045-1175	188	1	ELM1R	Corn_Oil
1045-1175	197	78	ELM2A	Corn_Oil
1045-1175	156	82	ELM2R	Corn_Oil
1045-1175	240	106	MRL	Corn_Oil
1045-1175	150	87	PL	Corn_Oil
1045-1175	388	1	RL	Corn_Oil
1045-1176	79	42	CCW1	Corn_Oil
1045-1176	127	40	CCW2	Corn_Oil
1045-1176	101	33	CW1	Corn_Oil
1045-1176	113	53	CW2	Corn_Oil
1045-1176	157	1	ELM1A	Corn_Oil
1045-1176	163	1	ELM1R	Corn_Oil
1045-1176	118	62	ELM2A	Corn_Oil
1045-1176	107	1	ELM2R	Corn_Oil
1045-1176	113	53	MRL	Corn_Oil
1045-1176	135	39	PL	Corn_Oil
1045-1176	165	1	RL	Corn_Oil
1045-1187	108	33	CCW1	Corn_Oil
1045-1187	90	1	CCW2	Corn_Oil
1045-1187	105	29	CW1	Corn_Oil
1045-1187	119	40	CW2	Corn_Oil
1045-1187	198	1	ELM1A	Corn_Oil
1045-1187	137	1	ELM1R	Corn_Oil
1045-1187	114	60	ELM2A	Corn_Oil
1045-1187	136	1	ELM2R	Corn_Oil
1045-1187	121	45	MRL	Corn_Oil
1045-1187	167	61	PL	Corn_Oil
1045-1187	120	1	RL	Corn_Oil
1045-1188	90	32	CCW1	Corn_Oil
1045-1188	102	1	CCW2	Corn_Oil
1045-1188	89	31	CW1	Corn_Oil
1045-1188	101	39	CW2	Corn_Oil
1045-1188	157	65	ELM1A	Corn_Oil
1045-1188	166	66	ELM1R	Corn_Oil
1045-1188	117	51	ELM2A	Corn_Oil
1045-1188	125	1	ELM2R	Corn_Oil
1045-1188	116	44	MRL	Corn_Oil
1045-1188	142	32	PL	Corn_Oil
1045-1188	150	86	RL	Corn_Oil
1045-1196	106	35	CCW1	Corn_Oil
1045-1196	114	32	CCW2	Corn_Oil
1045-1196	118	30	CW1	Corn_Oil
1045-1196	94	35	CW2	Corn_Oil
1045-1196	150	64	ELM1A	Corn_Oil
1045-1196	170	82	ELM1R	Corn_Oil
1045-1196	122	64	ELM2A	Corn_Oil
1045-1196	131	1	ELM2R	Corn_Oil
1045-1196	125	49	MRL	Corn_Oil
1045-1196	196	49	PL	Corn_Oil
1045-1196	155	106	RL	Corn_Oil
